SRC:it	 ChatGPT to English	IMP_GPT	TRM_GPT	UGR_GPT	MIS_GPT	STL_GPT	PRF_GPT	PRN_GPT	SEGS_GPT	Google Translate to English	IMP_GT	TRM_GT	UGR_GT	MIS_GT	STL_GT	PRF_GT	PRN_GT	SEGS_GT	Gold Standard	Comment
 Assicurati di avere a disposizione mascherine protettive, occhiali antipolvere, cibo, acqua, medicine, torcia e attrezzi per rimuovere la cenere.	Make sure you have protective masks, dust goggles, food, water, medicines, a flashlight, and tools to remove ash.								0	Make sure you have protective masks, dust goggles, food, water, medicine, torch and ash removal tools available.								0	Make sure you are equipped with protective masks, dust glasses, food, water, medicine, torches and ash removal tools.	
 Se tu o un tuo familiare avete patologie respiratorie o cardiovascolari, consultate il vostro medico per capire come proteggere al meglio la vostra salute in caso di evento.	If you or a family member have respiratory or cardiovascular conditions, consult your doctor to understand how to best protect your health in the event of an emergency.								0	If you or a family member has respiratory or cardiovascular conditions, consult your doctor to understand how to best protect your health in the event of an event.	2	2		2	2			8	If you or a family member have respiratory or cardiovascular disease, please consult your doctor to find out how to protect your health in case of an emergency situation.	
In allarme	In Alert								0	Alarmed				1				1	During the alert phase	
Se vivi in zona rossa	If you live in the red zone								0	If you live in the red zone								0	If you live in the red zone	
 Quando sarà diramato l’ordine di allontanamento, vai a casa e prepara i bagagli. 	When the evacuation order is issued, go home and prepare your bags.					1			1	When the removal order is issued, go home and pack your bags.	4	4		4	4			16	Go home and pack your bags.	
Ricorda di prendere le cose essenziali (documenti, medicine, ecc.).	Remember to take the essential items (documents, medications, etc.).					1			1	Remember to take essential things (documents, medicines, etc.).		1						1	Be sure to take the essential things (documents, medicines, etc.).	
 Non perdere tempo a mettere in salvo beni e oggetti che non porterai con te.	Do not waste time trying to save belongings or items you won't take with you.								0	Don't waste time saving goods and objects that you won't take with you.					1			1	Don't waste time saving goods and objects that you won't bring with you.	
 Se decidi di uscire dall’area autonomamente, segui solo le vie di allontanamento previste nella pianificazione, secondo gli orari che saranno indicati. 	If you decide to leave the area on your own, follow only the designated evacuation routes as outlined in the plan, according to the times that will be indicated.								0	If you decide to leave the area independently, only follow the exit routes provided in the planning, according to the times that will be indicated.								0	If you decide to leave the area autonomously, follow only the removal routes indicated in the plan and following the scheduled times.	
Assicurati che la tua auto abbia il rifornimento sufficiente.	Make sure your car has enough fuel.								0	Make sure your car has sufficient fuel.								0	Make sure that your car has sufficient fuel.	
 Se decidi di allontanarti in maniera assistita, recati nell’area di attesa individuata dal Piano di protezione civile comunale, autonomamente o con le navette organizzate dal tuo Comune. 	If you decide to leave with assistance, go to the designated waiting area as indicated by the municipal civil protection plan, either on your own or with the shuttles organized by your municipality.					2	1		3	If you decide to leave in an assisted manner, go to the waiting area identified by the municipal civil protection plan, independently or with the shuttles organized by your municipality.					1	1		2	If you choose to use assisted transport, get to the waiting area assigned to you by the municipal civil protection Plan, according to the timetable set by your Municipality.	
Verrai trasferito prima verso l’area di incontro fuori dalla zona rossa e poi verso la Regione o Provincia Autonoma gemellata.	You will be transferred first to the meeting area outside the red zone, and then to the affiliated region or autonomous province.						1		1	You will be transferred first to the meeting area outside the red zone and then to the twinned Region or Autonomous Province.								0	You will be transferred first to the meeting point outside the red zone and then to the twinned Autonomous Region or Province.	
Durante l'eruzione	During the Eruption						1		1	During the eruption								0	During the eruption	
Durante l'eruzione tutte le persone della zona rossa hanno già trovato autonomamente una sistemazione al di fuori della zona a rischio o sono state trasferite nelle Regioni o Province Autonome gemellate.	During the eruption, all people in the red zone will have already found accommodation outside the risk zone on their own or have been transferred to the affiliated regions or autonomous provinces.					1	1		2	During the eruption all the people in the red zone have already independently found accommodation outside the risk area or have been transferred to the twinned Regions or Autonomous Provinces.								0	All people in the red zone either independently settled outside the risk zones or have been transferred to the twinned regions or autonomous provinces.	
Se vivi in zona gialla	If you live in the yellow zone								0	If you live in the yellow zone								0	If you live in the yellow zone	
